Team,Year,Bench_Total_PTS,Bench_Total_AST,Bench_Avg_PER,Bench_Avg_BPM,Bench_Depth
CLE,2025,173.0,34.9,12.488888888888889,-1.6814814814814814,27
DAL,2010,149.5,21.099999999999998,11.011538461538462,-3.373076923076923,26
DAL,2011,79.6,14.899999999999999,14.025,-0.11249999999999996,16
DAL,2012,62.7,11.5,12.791666666666666,-1.9666666666666668,12
DAL,2013,78.6,14.1,9.09,-4.904999999999999,20
DAL,2014,50.9,13.5,13.030000000000001,-1.78,10
DAL,2015,131.6,16.1,14.433333333333332,-0.8874999999999998,24
DAL,2016,89.3,16.3,14.593333333333334,-0.66,15
DAL,2017,119.8,24.7,9.916666666666666,-3.9875000000000003,24
DAL,2018,145.6,27.5,9.957692307692307,-3.976923076923077,26
DAL,2019,126.39999999999999,28.0,11.79090909090909,-2.686363636363636,22
DAL,2020,122.4,31.599999999999998,12.790000000000001,-1.9949999999999999,20
DAL,2021,106.9,21.6,10.322727272727272,-3.1318181818181823,22
DAL,2022,169.9,50.2,10.757894736842106,-3.1710526315789473,38
DAL,2023,111.60000000000001,20.2,13.186363636363637,-2.5045454545454544,22
DAL,2024,96.7,18.0,11.36,-3.495,20
DAL,2025,150.4,37.9,10.924999999999999,-3.3375,24
DEN,2010,43.7,10.4,11.4125,-1.5625,8
DEN,2011,117.8,36.4,12.452380952380953,-2.4523809523809526,21
DEN,2012,92.6,18.0,16.1,0.8076923076923077,13
DEN,2013,63.7,12.2,14.36,-1.3,10
DEN,2014,130.8,36.6,12.683333333333334,-0.7055555555555556,18
DEN,2015,178.7,39.4,11.267857142857142,-2.5035714285714286,28
DEN,2016,136.9,38.1,11.830434782608696,-2.278260869565217,23
DEN,2017,96.2,21.4,14.766666666666667,-0.16666666666666663,18
DEN,2018,107.0,29.2,12.452941176470588,-1.911764705882353,17
DEN,2019,66.2,16.1,11.223076923076924,-2.8923076923076922,13
DEN,2020,141.6,24.5,12.972727272727273,-2.403030303030303,33
DEN,2021,113.2,26.0,9.928571428571429,-3.8249999999999997,28
DEN,2022,122.4,29.4,12.58148148148148,-2.803703703703704,27
DEN,2023,127.0,31.0,12.423809523809522,-2.4238095238095236,21
DEN,2024,48.4,12.5,11.966666666666667,-2.65,12
DEN,2025,53.6,15.8,10.041666666666666,-3.9666666666666663,12
DET,2010,62.4,12.5,11.81111111111111,-3.0,9
DET,2011,45.3,7.4,11.716666666666667,-3.3333333333333335,6
DET,2012,48.2,9.9,11.555555555555555,-2.411111111111111,9
DET,2013,76.4,15.200000000000001,13.441666666666668,-1.0916666666666668,12
DET,2014,54.4,12.4,13.427272727272726,-1.6545454545454548,11
DET,2015,157.0,43.0,11.678571428571429,-1.3821428571428573,28
DET,2016,67.4,19.6,11.823076923076922,-1.5615384615384615,13
DET,2017,51.6,14.5,11.8,-2.34,10
DET,2018,110.8,27.8,11.456,-3.6279999999999997,25
DET,2019,108.5,24.1,9.772727272727273,-2.4727272727272727,22
DET,2020,186.6,47.0,11.315999999999999,-2.82,25
DET,2021,190.3,43.9,12.482608695652175,-2.034782608695652,23
DET,2022,211.5,36.0,8.593333333333334,-6.09,30
DET,2023,133.3,18.900000000000002,13.145454545454545,-0.8818181818181817,22
DET,2024,307.0,61.1,10.576086956521738,-3.365217391304348,46
DET,2025,134.20000000000002,41.3,12.254166666666668,-2.2666666666666666,24
GSW,2010,157.7,39.0,10.31578947368421,-3.2526315789473688,19
GSW,2011,98.2,16.1,11.572727272727272,-3.3818181818181814,22
GSW,2012,117.6,22.9,11.628571428571428,-2.6095238095238096,21
GSW,2013,49.4,12.7,10.3,-2.74375,16
GSW,2014,98.7,24.2,11.007407407407406,-2.9814814814814814,27
GSW,2015,54.1,12.3,13.75,-1.48,10
GSW,2016,60.4,15.5,13.606666666666666,-1.5333333333333334,15
GSW,2017,64.89999999999999,20.4,11.86875,-2.2125,16
GSW,2018,50.4,13.1,10.0,-4.081818181818182,11
GSW,2019,51.1,13.200000000000001,12.818181818181818,-1.9909090909090907,11
GSW,2020,180.3,41.6,9.152173913043478,-4.708695652173913,23
GSW,2021,78.6,26.5,11.53125,-2.35,16
GSW,2022,61.3,17.9,9.578571428571427,-3.1214285714285714,14
GSW,2023,82.9,17.3,11.906666666666666,-2.9266666666666667,15
GSW,2024,65.4,22.2,12.423076923076923,-2.1538461538461537,13
GSW,2025,116.6,29.5,13.80909090909091,-0.2772727272727273,22
HOU,2010,164.70000000000002,26.0,10.917142857142858,-3.8,35
HOU,2011,133.8,38.199999999999996,9.696666666666665,-3.81,30
HOU,2012,103.4,24.9,12.308695652173913,-2.765217391304348,23
HOU,2013,150.0,29.7,10.90967741935484,-2.3225806451612905,31
HOU,2014,100.9,19.0,10.510526315789473,-1.963157894736842,19
HOU,2015,161.20000000000002,34.4,12.053125,-1.73125,32
HOU,2016,119.6,27.8,12.257894736842106,-2.0526315789473686,19
HOU,2017,119.3,21.8,12.425,-1.69,20
HOU,2018,117.8,20.1,8.974193548387097,-3.864516129032258,31
HOU,2019,126.5,24.8,10.528571428571428,-2.932142857142857,28
HOU,2020,129.5,21.0,10.278260869565218,-3.1478260869565218,23
HOU,2021,279.2,61.9,10.642857142857142,-3.5238095238095237,42
HOU,2022,148.3,43.1,11.578260869565218,-2.9086956521739125,23
HOU,2023,76.9,18.6,13.494444444444445,-1.8444444444444446,18
HOU,2024,65.6,11.3,14.725000000000001,-0.19999999999999996,12
HOU,2025,77.1,12.6,13.4,-1.1133333333333335,15
IND,2010,57.3,13.8,11.009090909090908,-2.3363636363636364,11
IND,2011,61.0,13.0,11.01,-2.4,10
IND,2012,67.6,13.1,13.883333333333333,-0.7333333333333333,12
IND,2013,42.7,7.300000000000001,10.02,-3.2,10
IND,2014,124.7,21.0,11.568181818181818,-2.3136363636363635,22
IND,2015,100.8,24.1,11.907692307692308,-1.9615384615384615,13
IND,2016,80.2,25.400000000000002,12.773333333333333,-1.6133333333333333,15
IND,2017,87.0,28.5,10.520000000000001,-3.7866666666666666,15
IND,2018,74.1,15.6,13.176470588235293,-1.9176470588235295,17
IND,2019,56.4,14.5,10.69090909090909,-3.4181818181818184,11
IND,2020,46.6,12.5,11.190000000000001,-2.1100000000000003,10
IND,2021,67.1,14.299999999999999,11.591666666666667,-4.641666666666667,12
IND,2022,257.9,52.9,12.056410256410256,-3.5230769230769234,39
IND,2023,150.9,31.8,12.982608695652175,-2.108695652173913,23
IND,2024,101.9,20.3,12.061904761904762,-3.2190476190476187,21
IND,2025,93.9,18.8,12.995454545454544,-3.1545454545454548,22
LAC,2010,93.0,39.9,9.99,-3.125,20
LAC,2011,80.0,14.2,9.305882352941175,-3.7,17
LAC,2012,82.1,13.200000000000001,9.535,-4.025,20
LAC,2013,58.7,14.5,10.618181818181817,-3.2636363636363637,11
LAC,2014,99.7,16.6,10.317391304347826,-2.778260869565217,23
LAC,2015,91.5,22.0,9.0,-3.1333333333333333,21
LAC,2016,109.0,20.7,12.295,-2.09,20
LAC,2017,56.8,10.4,10.66,-4.0200000000000005,10
LAC,2018,113.8,17.0,15.930000000000001,-0.805,20
LAC,2019,146.4,24.4,12.120833333333332,-2.3000000000000003,24
LAC,2020,109.7,29.6,12.531578947368422,-0.5263157894736842,19
LAC,2021,144.2,44.0,12.478260869565217,-2.1608695652173915,23
LAC,2022,262.8,41.2,13.587179487179487,-1.323076923076923,39
LAC,2023,158.7,36.4,13.945454545454545,-1.0,22
LAC,2024,105.4,24.7,9.256521739130434,-4.265217391304348,23
LAC,2025,196.1,51.4,14.477500000000001,-0.08249999999999998,40
LAL,2010,38.5,9.5,10.925,-2.05,8
LAL,2011,65.7,11.8,8.935294117647059,-4.329411764705882,17
LAL,2012,69.8,14.9,9.39375,-3.5625,16
LAL,2013,42.9,11.3,6.959999999999999,-6.2700000000000005,10
LAL,2014,110.8,19.6,14.235714285714286,-1.5214285714285716,14
LAL,2015,79.2,17.4,10.879999999999999,-3.72,10
LAL,2016,44.6,8.9,10.711111111111112,-3.3333333333333335,9
LAL,2017,156.0,37.1,12.625,-2.065,20
LAL,2018,217.5,55.2,12.245454545454546,-1.7090909090909092,33
LAL,2019,124.2,22.7,11.447826086956523,-2.3347826086956522,23
LAL,2020,128.9,25.0,10.265217391304347,-3.034782608695652,23
LAL,2021,90.0,13.9,11.06875,-2.19375,16
LAL,2022,192.0,41.0,10.393939393939394,-4.087878787878788,33
LAL,2023,163.2,39.7,11.293333333333333,-2.3800000000000003,30
LAL,2024,63.3,19.2,9.916,-4.02,25
LAL,2025,147.5,41.4,9.07878787878788,-4.590909090909091,33
MEM,2010,85.8,22.3,12.655555555555555,-1.3444444444444446,18
MEM,2011,96.3,27.7,9.54,-3.513333333333333,30
MEM,2012,66.4,11.5,9.05625,-4.0,16
MEM,2013,110.89999999999999,17.2,11.586206896551724,-3.779310344827586,29
MEM,2014,90.3,24.0,11.871428571428572,-1.2761904761904763,21
MEM,2015,98.9,20.8,11.672727272727274,-1.5272727272727273,22
MEM,2016,186.9,48.5,12.652777777777779,-1.6944444444444444,36
MEM,2017,78.3,16.2,10.615384615384615,-2.7384615384615385,13
MEM,2018,158.7,37.2,13.692307692307692,-1.3153846153846156,26
MEM,2019,232.3,50.8,9.766666666666667,-4.5636363636363635,33
MEM,2020,149.6,33.0,12.365517241379312,-1.5137931034482761,29
MEM,2021,99.7,22.700000000000003,13.013333333333332,-1.1533333333333333,15
MEM,2022,67.0,18.6,9.263157894736842,-3.926315789473684,19
MEM,2023,111.9,31.8,11.600000000000001,-1.7333333333333334,18
MEM,2024,221.70000000000002,60.6,9.505128205128205,-4.105128205128205,39
MEM,2025,137.3,39.3,12.436,-2.176,25
MIA,2010,54.8,10.7,9.325000000000001,-4.083333333333333,12
MIA,2011,43.9,7.5,8.49090909090909,-3.0818181818181816,11
MIA,2012,48.9,9.6,8.76,-3.6533333333333333,15
MIA,2013,55.3,10.6,6.821052631578947,-7.194736842105264,19
MIA,2014,64.2,8.7,18.24375,-0.14374999999999993,16
MIA,2015,93.7,27.7,10.05,-3.8899999999999997,20
MIA,2016,81.4,31.3,14.2,-0.007999999999999936,25
MIA,2017,64.7,11.1,12.3,-1.5555555555555556,9
MIA,2018,94.1,20.6,10.633333333333333,-2.6466666666666665,15
MIA,2019,110.4,24.0,11.75263157894737,-1.831578947368421,19
MIA,2020,168.1,33.2,11.049999999999999,-2.091666666666667,24
MIA,2021,115.2,26.7,12.085714285714285,-2.4333333333333336,21
MIA,2022,134.5,24.3,10.718181818181817,-3.090909090909091,22
MIA,2023,92.0,17.4,10.777777777777779,-3.572222222222222,18
MIA,2024,101.1,27.5,10.244444444444445,-3.022222222222222,18
MIA,2025,94.39999999999999,24.2,12.923529411764706,-1.4941176470588236,17
MIL,2010,96.7,15.0,8.895833333333334,-5.3875,24
MIL,2011,72.5,14.9,8.13125,-4.46875,16
MIL,2012,56.0,14.4,11.372727272727273,-2.709090909090909,11
MIL,2013,118.3,34.1,11.523809523809524,-2.861904761904762,21
MIL,2014,209.3,45.3,14.358333333333334,-1.3333333333333333,24
MIL,2015,97.5,30.6,10.221739130434782,-2.652173913043478,23
MIL,2016,61.6,13.4,9.979999999999999,-3.433333333333333,15
MIL,2017,70.2,17.0,9.92,-3.9050000000000002,20
MIL,2018,165.7,32.8,11.91764705882353,-2.5558823529411767,34
MIL,2019,171.9,46.8,12.779487179487178,-1.1,39
MIL,2020,84.2,22.6,11.86875,-0.95625,16
MIL,2021,164.2,38.6,10.375,-3.071875,32
MIL,2022,223.8,57.1,10.093103448275862,-4.067241379310345,58
MIL,2023,123.2,31.2,11.382608695652175,-2.7086956521739127,23
MIL,2024,87.8,27.4,12.096153846153847,-2.457692307692308,26
MIL,2025,168.7,51.1,12.0125,-2.7625,32
MIN,2010,59.6,15.2,10.9,-2.9066666666666667,15
MIN,2011,128.1,22.8,11.871428571428572,-3.1809523809523808,21
MIN,2012,54.8,12.1,12.012500000000001,-2.025,8
MIN,2013,70.7,13.3,9.013333333333332,-4.84,15
MIN,2014,71.5,10.8,10.161111111111111,-2.6222222222222222,18
MIN,2015,136.0,38.0,11.5,-3.152173913043478,23
MIN,2016,97.6,22.0,11.2,-3.06,15
MIN,2017,58.7,14.0,10.325,-3.21875,16
MIN,2018,66.2,13.4,15.253333333333334,-0.25333333333333335,15
MIN,2019,138.9,37.5,11.191304347826087,-2.5521739130434784,23
MIN,2020,196.9,51.699999999999996,11.445454545454545,-3.066666666666667,33
MIN,2021,57.1,11.5,10.059999999999999,-4.220000000000001,10
MIN,2022,96.9,32.1,14.073684210526315,-1.8789473684210527,19
MIN,2023,92.2,17.7,13.242105263157894,-2.115789473684211,19
MIN,2024,91.6,27.2,12.485714285714286,-0.9333333333333333,21
MIN,2025,61.6,20.2,8.410526315789474,-4.905263157894736,19
NJN,2010,104.39999999999999,26.1,10.058823529411764,-3.7529411764705882,17
NJN,2011,152.5,41.2,11.227586206896552,-3.293103448275862,29
NJN,2012,80.8,15.7,11.693333333333333,-2.4733333333333336,15
NOH,2010,87.1,26.6,10.257894736842106,-3.4157894736842107,19
NOH,2011,160.9,33.4,11.923333333333334,-1.66,30
NOH,2012,106.2,27.900000000000002,10.227272727272727,-3.75,22
NOH,2013,84.89999999999999,17.3,8.792307692307691,-4.757692307692308,26
NOP,2014,75.1,16.3,5.763157894736842,-6.473684210526316,19
NOP,2015,108.7,34.9,8.5,-4.244,25
NOP,2016,142.9,56.1,13.057894736842105,-2.1526315789473682,19
NOP,2017,281.9,54.5,11.130555555555555,-3.0638888888888887,36
NOP,2018,134.4,36.2,8.07878787878788,-4.924242424242424,33
NOP,2019,147.9,35.300000000000004,10.358333333333333,-4.3374999999999995,24
NOP,2020,68.0,14.799999999999999,10.218181818181819,-3.790909090909091,11
NOP,2021,109.2,24.1,6.569565217391306,-5.678260869565217,23
NOP,2022,158.0,38.1,11.46,-3.006666666666667,30
NOP,2023,86.4,24.0,12.379999999999999,-1.3533333333333333,15
NOP,2024,76.8,19.5,7.727777777777778,-6.911111111111111,18
NOP,2025,161.8,57.8,10.757142857142856,-4.507142857142857,28
NYK,2010,218.3,50.6,10.745161290322581,-4.019354838709678,31
NYK,2011,96.4,23.3,10.755555555555555,-3.096296296296296,27
NYK,2012,55.9,14.2,10.645454545454545,-2.0727272727272728,11
NYK,2013,69.6,9.9,12.919999999999998,-2.1,10
NYK,2014,74.2,20.2,10.916666666666666,-3.0611111111111113,18
NYK,2015,151.4,35.3,11.121052631578948,-3.5789473684210527,19
NYK,2016,61.4,10.9,14.576923076923077,-1.0384615384615385,13
NYK,2017,88.3,29.400000000000002,12.626666666666667,-1.9866666666666668,15
NYK,2018,130.5,31.5,10.608695652173912,-4.256521739130435,23
NYK,2019,151.6,36.699999999999996,11.795833333333334,-2.025,24
NYK,2020,63.199999999999996,15.0,11.47,-2.63,10
NYK,2021,123.1,30.0,10.144,-3.48,25
NYK,2022,84.9,17.0,7.641666666666667,-4.295833333333333,24
NYK,2023,108.4,24.9,10.735000000000001,-2.415,20
NYK,2024,188.7,33.3,10.437209302325583,-3.006976744186047,43
NYK,2025,75.2,21.1,11.284,-2.7239999999999998,25
OKC,2010,62.7,19.9,11.564705882352941,-1.8529411764705883,17
OKC,2011,71.1,13.3,10.970588235294118,-3.4352941176470586,17
OKC,2012,58.800000000000004,14.3,10.576923076923077,-2.269230769230769,13
OKC,2013,59.599999999999994,16.2,10.464705882352941,-2.476470588235294,17
OKC,2014,75.2,15.0,7.426666666666667,-5.046666666666667,15
OKC,2015,161.9,41.5,10.496296296296295,-3.0518518518518523,27
OKC,2016,80.9,17.3,10.911111111111111,-2.2055555555555553,18
OKC,2017,144.4,22.3,10.88076923076923,-2.246153846153846,26
OKC,2018,38.1,7.0,9.97272727272727,-3.5,11
OKC,2019,68.5,11.3,3.3105263157894735,-11.742105263157896,19
OKC,2020,60.8,11.1,7.883333333333333,-4.425,12
OKC,2021,172.1,34.7,12.442857142857143,-2.5238095238095237,21
OKC,2022,100.6,18.3,9.61875,-4.63125,16
OKC,2023,130.8,20.3,12.571428571428571,-1.8190476190476192,21
OKC,2024,102.5,32.9,10.746875,-2.846875,32
OKC,2025,67.9,14.700000000000001,14.533333333333333,-0.10666666666666665,15
ORL,2010,45.6,9.4,14.385714285714286,0.7857142857142857,7
ORL,2011,103.6,24.0,10.89,-1.425,20
ORL,2012,52.1,14.1,9.792307692307691,-3.0923076923076924,13
ORL,2013,146.6,54.7,11.25,-2.9458333333333333,24
ORL,2014,48.9,8.1,8.321428571428571,-5.221428571428571,14
ORL,2015,41.5,8.6,10.28888888888889,-3.5,9
ORL,2016,90.4,23.0,11.7,-2.46,15
ORL,2017,62.4,13.9,7.88,-5.466666666666667,15
ORL,2018,76.1,16.0,10.3625,-2.9375,16
ORL,2019,84.7,30.2,13.15,-1.275,16
ORL,2020,68.0,13.6,10.299999999999999,-3.221428571428571,14
ORL,2021,207.0,49.0,9.803333333333335,-4.053333333333333,30
ORL,2022,136.3,41.0,7.191666666666666,-6.083333333333333,24
ORL,2023,155.5,30.1,12.960869565217392,-1.4217391304347828,23
ORL,2024,60.3,15.0,11.266666666666666,-2.5166666666666666,12
ORL,2025,57.1,14.0,11.06,-1.94,10
PHI,2010,65.0,9.3,9.270588235294117,-4.823529411764706,17
PHI,2011,54.199999999999996,9.2,9.26,-4.39,10
PHI,2012,66.0,13.1,9.76923076923077,-3.730769230769231,13
PHI,2013,86.9,24.5,9.938095238095238,-4.0095238095238095,21
PHI,2014,145.8,33.6,7.587096774193548,-5.719354838709678,31
PHI,2015,197.6,36.3,10.190625,-4.29375,32
PHI,2016,93.8,28.0,9.588888888888889,-4.588888888888889,18
PHI,2017,193.7,30.8,12.675999999999998,-2.004,25
PHI,2018,171.5,35.6,10.115151515151515,-3.26969696969697,33
PHI,2019,244.2,47.9,14.326470588235296,-0.6088235294117648,34
PHI,2020,133.2,25.0,11.404347826086957,-3.1130434782608694,23
PHI,2021,105.8,24.8,10.533333333333333,-3.6766666666666667,30
PHI,2022,104.89999999999999,23.599999999999998,11.509677419354839,-2.3096774193548386,31
PHI,2023,117.8,24.400000000000002,12.527999999999999,-2.336,25
PHI,2024,180.5,48.5,10.807317073170733,-2.190243902439024,41
PHI,2025,226.3,53.3,12.228947368421052,-3.134210526315789,38
PHO,2010,47.0,7.9,10.145454545454545,-3.7545454545454544,11
PHO,2011,152.9,33.1,12.104761904761904,-2.138095238095238,21
PHO,2012,51.0,9.2,12.575,-1.9000000000000001,8
PHO,2013,98.8,22.0,10.541176470588235,-3.5470588235294116,17
PHO,2014,45.1,8.1,11.477777777777778,-2.9000000000000004,9
PHO,2015,152.5,32.9,10.649999999999999,-3.0500000000000003,36
PHO,2016,137.2,36.5,9.951724137931036,-3.8793103448275863,29
PHO,2017,85.6,17.2,10.686666666666667,-2.8466666666666662,15
PHO,2018,133.9,40.1,10.285,-3.3649999999999998,20
PHO,2019,135.5,26.2,8.28076923076923,-7.292307692307692,26
PHO,2020,82.5,18.5,8.964705882352941,-4.31764705882353,17
PHO,2021,84.4,16.9,12.605882352941178,-1.2470588235294118,17
PHO,2022,137.7,33.0,11.75,-3.0384615384615383,26
PHO,2023,145.4,38.1,12.695652173913043,-1.5999999999999999,23
PHO,2024,131.5,29.6,10.09142857142857,-3.2857142857142856,35
PHO,2025,82.0,19.0,10.963157894736844,-3.0526315789473686,19
POR,2010,71.3,11.5,10.200000000000001,-3.8631578947368426,19
