Year,Round,Winner,Loser,Winner_Code,Loser_Code,Tm_Win,BPM_Contribution_Win,MP_Win,Winner_Bench_BPM,Tm_Lose,BPM_Contribution_Lose,MP_Lose,Loser_Bench_BPM,Efficiency_Diff
2021.0,Eastern Conf Semifinals,Atlanta Hawks,Philadelphia 76ers,ATL,PHI,ATL,-191.20000000000005,1264,-0.15126582278481016,PHI,-1532.3,1104,-1.3879528985507246,1.2366870757659143
2021.0,Western Conf Semifinals,Phoenix Suns,Denver Nuggets,PHO,DEN,PHO,2151.9,1473,1.4608961303462322,DEN,1123.2,899,1.2493882091212458,0.2115079212249864
2021.0,Western Conf Semifinals,Los Angeles Clippers,Utah Jazz,LAC,UTA,LAC,-103.49999999999993,1571,-0.06588160407383828,UTA,-2302.8999999999996,643,-3.5814930015552093,3.515611397481371
2021.0,Western Conf Finals,Phoenix Suns,Los Angeles Clippers,PHO,LAC,PHO,2151.9,1473,1.4608961303462322,LAC,-103.49999999999993,1571,-0.06588160407383828,1.5267777344200706
2021.0,Eastern Conf Finals,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,MIL,-755.4999999999999,1520,-0.4970394736842105,ATL,-191.20000000000005,1264,-0.15126582278481016,-0.3457736508994003
2021.0,Finals,Milwaukee Bucks,Phoenix Suns,MIL,PHO,MIL,-755.4999999999999,1520,-0.4970394736842105,PHO,2151.9,1473,1.4608961303462322,-1.9579356040304428
2020.0,Eastern Conf First Round,Milwaukee Bucks,Orlando Magic,MIL,ORL,MIL,-169.5,952,-0.17804621848739496,ORL,-139.8,436,-0.3206422018348624,0.14259598334746745
2020.0,Eastern Conf First Round,Toronto Raptors,Brooklyn Nets,TOR,BRK,TOR,2158.7000000000003,808,2.6716584158415846,BRK,-844.1,254,-3.323228346456693,5.994886762298277
2020.0,Eastern Conf First Round,Boston Celtics,Philadelphia 76ers,BOS,PHI,BOS,483.59999999999997,1035,0.46724637681159414,PHI,-1237.2,269,-4.599256505576208,5.066502882387802
2020.0,Eastern Conf First Round,Miami Heat,Indiana Pacers,MIA,IND,MIA,0.6999999999999318,1752,0.00039954337899539483,IND,-1358.3,173,-7.851445086705202,7.851844630084198
2020.0,Western Conf First Round,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,LAL,-2994.2000000000003,2241,-1.3360999553770638,POR,-889.5,365,-2.436986301369863,1.100886345992799
2020.0,Western Conf First Round,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,LAC,269.4,1281,0.21030444964871192,DAL,-622.0,402,-1.5472636815920398,1.7575681312407516
2020.0,Western Conf First Round,Denver Nuggets,Utah Jazz,DEN,UTA,DEN,-1029.5,1645,-0.6258358662613982,UTA,-1269.3,522,-2.4316091954022987,1.8057733291409006
2020.0,Western Conf First Round,Houston Rockets,Oklahoma City Thunder,HOU,OKC,HOU,-933.6999999999999,994,-0.9393360160965795,OKC,-171.6,567,-0.30264550264550266,-0.6366905134510767
2020.0,Eastern Conf Semifinals,Boston Celtics,Toronto Raptors,BOS,TOR,BOS,483.59999999999997,1035,0.46724637681159414,TOR,2158.7000000000003,808,2.6716584158415846,-2.2044120390299904
2020.0,Eastern Conf Semifinals,Miami Heat,Milwaukee Bucks,MIA,MIL,MIA,0.6999999999999318,1752,0.00039954337899539483,MIL,-169.5,952,-0.17804621848739496,0.17844576186639036
2020.0,Western Conf Semifinals,Denver Nuggets,Los Angeles Clippers,DEN,LAC,DEN,-1029.5,1645,-0.6258358662613982,LAC,269.4,1281,0.21030444964871192,-0.8361403159101102
2020.0,Western Conf Semifinals,Los Angeles Lakers,Houston Rockets,LAL,HOU,LAL,-2994.2000000000003,2241,-1.3360999553770638,HOU,-933.6999999999999,994,-0.9393360160965795,-0.39676393928048437
2020.0,Eastern Conf Finals,Miami Heat,Boston Celtics,MIA,BOS,MIA,0.6999999999999318,1752,0.00039954337899539483,BOS,483.59999999999997,1035,0.46724637681159414,-0.46684683343259875
2020.0,Western Conf Finals,Los Angeles Lakers,Denver Nuggets,LAL,DEN,LAL,-2994.2000000000003,2241,-1.3360999553770638,DEN,-1029.5,1645,-0.6258358662613982,-0.7102640891156656
2020.0,Finals,Los Angeles Lakers,Miami Heat,LAL,MIA,LAL,-2994.2000000000003,2241,-1.3360999553770638,MIA,0.6999999999999318,1752,0.00039954337899539483,-1.3364994987560592
2019.0,Eastern Conf First Round,Milwaukee Bucks,Detroit Pistons,MIL,DET,MIL,4153.099999999999,1462,2.840697674418604,DET,-1218.4,279,-4.367025089605735,7.207722764024339
2019.0,Eastern Conf First Round,Toronto Raptors,Orlando Magic,TOR,ORL,TOR,-892.4,1659,-0.5379144062688367,ORL,61.10000000000001,437,0.13981693363844397,-0.6777313399072806
2019.0,Eastern Conf First Round,Philadelphia 76ers,Brooklyn Nets,PHI,BRK,PHI,-1916.4,887,-2.1605411499436302,BRK,970.1999999999998,522,1.858620689655172,-4.0191618395988025
2019.0,Eastern Conf First Round,Boston Celtics,Indiana Pacers,BOS,IND,BOS,587.6000000000001,835,0.7037125748502996,IND,401.30000000000007,321,1.2501557632398757,-0.5464431883895761
2019.0,Western Conf First Round,Golden State Warriors,Los Angeles Clippers,GSW,LAC,GSW,-2491.2000000000003,1614,-1.5434944237918218,LAC,472.8,518,0.9127413127413128,-2.4562357365331344
2019.0,Western Conf First Round,Denver Nuggets,San Antonio Spurs,DEN,SAS,DEN,-2705.1,1079,-2.507043558850788,SAS,-797.0999999999999,606,-1.3153465346534652,-1.1916970241973226
2019.0,Western Conf First Round,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC,POR,-811.3,1432,-0.5665502793296089,OKC,-388.9,336,-1.1574404761904762,0.5908901968608673
2019.0,Western Conf First Round,Houston Rockets,Utah Jazz,HOU,UTA,HOU,-875.3,677,-1.2929098966026586,UTA,-341.79999999999995,407,-0.8398034398034397,-0.4531064567992189
2019.0,Eastern Conf Semifinals,Milwaukee Bucks,Boston Celtics,MIL,BOS,MIL,4153.099999999999,1462,2.840697674418604,BOS,587.6000000000001,835,0.7037125748502996,2.1369850995683044
2019.0,Eastern Conf Semifinals,Toronto Raptors,Philadelphia 76ers,TOR,PHI,TOR,-892.4,1659,-0.5379144062688367,PHI,-1916.4,887,-2.1605411499436302,1.6226267436747936
2019.0,Western Conf Semifinals,Golden State Warriors,Houston Rockets,GSW,HOU,GSW,-2491.2000000000003,1614,-1.5434944237918218,HOU,-875.3,677,-1.2929098966026586,-0.25058452718916313
2019.0,Western Conf Semifinals,Portland Trail Blazers,Denver Nuggets,POR,DEN,POR,-811.3,1432,-0.5665502793296089,DEN,-2705.1,1079,-2.507043558850788,1.940493279521179
2019.0,Eastern Conf Finals,Toronto Raptors,Milwaukee Bucks,TOR,MIL,TOR,-892.4,1659,-0.5379144062688367,MIL,4153.099999999999,1462,2.840697674418604,-3.3786120806874407
2019.0,Western Conf Finals,Golden State Warriors,Portland Trail Blazers,GSW,POR,GSW,-2491.2000000000003,1614,-1.5434944237918218,POR,-811.3,1432,-0.5665502793296089,-0.9769441444622129
2019.0,Finals,Toronto Raptors,Golden State Warriors,TOR,GSW,TOR,-892.4,1659,-0.5379144062688367,GSW,-2491.2000000000003,1614,-1.5434944237918218,1.005580017522985
2018.0,Eastern Conf First Round,Toronto Raptors,Washington Wizards,TOR,WAS,TOR,-301.1999999999998,968,-0.31115702479338825,WAS,-540.0,490,-1.1020408163265305,0.7908837915331423
2018.0,Eastern Conf First Round,Boston Celtics,Milwaukee Bucks,BOS,MIL,BOS,-5125.1,1581,-3.2416824794433903,MIL,-1119.1999999999998,666,-1.6804804804804803,-1.56120199896291
2018.0,Eastern Conf First Round,Philadelphia 76ers,Miami Heat,PHI,MIA,PHI,170.70000000000005,826,0.20665859564164654,MIA,-533.1999999999999,595,-0.8961344537815125,1.102793049423159
2018.0,Eastern Conf First Round,Cleveland Cavaliers,Indiana Pacers,CLE,IND,CLE,-3669.6,1565,-2.3447923322683706,IND,212.00000000000006,535,0.39626168224299074,-2.741054014511361
2018.0,Western Conf First Round,Houston Rockets,Minnesota Timberwolves,HOU,MIN,HOU,-2438.4,1271,-1.9184893784421715,MIN,641.1,420,1.5264285714285715,-3.444917949870743
2018.0,Western Conf First Round,Golden State Warriors,San Antonio Spurs,GSW,SAS,GSW,-1008.5,1530,-0.6591503267973856,SAS,-277.6,500,-0.5552,-0.10395032679738558
2018.0,Western Conf First Round,New Orleans Pelicans,Portland Trail Blazers,NOP,POR,NOP,-1476.8,547,-2.69981718464351,POR,-593.6,278,-2.135251798561151,-0.564565386082359
2018.0,Western Conf First Round,Utah Jazz,Oklahoma City Thunder,UTA,OKC,UTA,-499.10000000000014,996,-0.5011044176706829,OKC,-187.6,408,-0.4598039215686274,-0.041300496102055495
2018.0,Western Conf Semifinals,Golden State Warriors,New Orleans Pelicans,GSW,NOP,GSW,-1008.5,1530,-0.6591503267973856,NOP,-1476.8,547,-2.69981718464351,2.0406668578461247
2018.0,Western Conf Semifinals,Houston Rockets,Utah Jazz,HOU,UTA,HOU,-2438.4,1271,-1.9184893784421715,UTA,-499.10000000000014,996,-0.5011044176706829,-1.4173849607714886
2018.0,Eastern Conf Semifinals,Boston Celtics,Philadelphia 76ers,BOS,PHI,BOS,-5125.1,1581,-3.2416824794433903,PHI,170.70000000000005,826,0.20665859564164654,-3.448341075085037
2018.0,Eastern Conf Semifinals,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,CLE,-3669.6,1565,-2.3447923322683706,TOR,-301.1999999999998,968,-0.31115702479338825,-2.0336353074749822
2018.0,Eastern Conf Finals,Cleveland Cavaliers,Boston Celtics,CLE,BOS,CLE,-3669.6,1565,-2.3447923322683706,BOS,-5125.1,1581,-3.2416824794433903,0.8968901471750197
2018.0,Western Conf Finals,Golden State Warriors,Houston Rockets,GSW,HOU,GSW,-1008.5,1530,-0.6591503267973856,HOU,-2438.4,1271,-1.9184893784421715,1.259339051644786
2018.0,Finals,Golden State Warriors,Cleveland Cavaliers,GSW,CLE,GSW,-1008.5,1530,-0.6591503267973856,CLE,-3669.6,1565,-2.3447923322683706,1.685642005470985
2017.0,Eastern Conf First Round,Boston Celtics,Chicago Bulls,BOS,CHI,BOS,-439.29999999999995,1639,-0.2680292861500915,CHI,-1856.5,525,-3.5361904761904763,3.268161190040385
2017.0,Eastern Conf First Round,Cleveland Cavaliers,Indiana Pacers,CLE,IND,CLE,-1136.3999999999999,1297,-0.8761757902852736,IND,40.19999999999996,215,0.18697674418604632,-1.06315253447132
2017.0,Eastern Conf First Round,Toronto Raptors,Milwaukee Bucks,TOR,MIL,TOR,-427.20000000000005,812,-0.5261083743842365,MIL,-825.8,482,-1.713278008298755,1.1871696339145186
2017.0,Eastern Conf First Round,Washington Wizards,Atlanta Hawks,WAS,ATL,WAS,-2693.8,924,-2.9153679653679654,ATL,-1074.0,464,-2.314655172413793,-0.6007127929541722
2017.0,Western Conf First Round,Golden State Warriors,Portland Trail Blazers,GSW,POR,GSW,1249.7,1547,0.8078215901745314,POR,-847.6999999999999,330,-2.5687878787878784,3.3766094689624095
2017.0,Western Conf First Round,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,SAS,602.0000000000001,2276,0.2644991212653779,MEM,-1235.7,456,-2.7098684210526316,2.9743675423180096
2017.0,Western Conf First Round,Houston Rockets,Oklahoma City Thunder,HOU,OKC,HOU,-248.89999999999992,899,-0.27686318131256943,OKC,-989.2,364,-2.7175824175824177,2.440719236269848
2017.0,Western Conf First Round,Utah Jazz,Los Angeles Clippers,UTA,LAC,UTA,-1051.3999999999999,1167,-0.9009425878320478,LAC,137.2,537,0.2554934823091247,-1.1564360701411727
2017.0,Eastern Conf Semifinals,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,CLE,-1136.3999999999999,1297,-0.8761757902852736,TOR,-427.20000000000005,812,-0.5261083743842365,-0.35006741590103707
2017.0,Eastern Conf Semifinals,Boston Celtics,Washington Wizards,BOS,WAS,BOS,-439.29999999999995,1639,-0.2680292861500915,WAS,-2693.8,924,-2.9153679653679654,2.647338679217874
2017.0,Western Conf Semifinals,Golden State Warriors,Utah Jazz,GSW,UTA,GSW,1249.7,1547,0.8078215901745314,UTA,-1051.3999999999999,1167,-0.9009425878320478,1.7087641780065792
2017.0,Western Conf Semifinals,San Antonio Spurs,Houston Rockets,SAS,HOU,SAS,602.0000000000001,2276,0.2644991212653779,HOU,-248.89999999999992,899,-0.27686318131256943,0.5413623025779473
2017.0,Western Conf Finals,Golden State Warriors,San Antonio Spurs,GSW,SAS,GSW,1249.7,1547,0.8078215901745314,SAS,602.0000000000001,2276,0.2644991212653779,0.5433224689091535
2017.0,Eastern Conf Finals,Cleveland Cavaliers,Boston Celtics,CLE,BOS,CLE,-1136.3999999999999,1297,-0.8761757902852736,BOS,-439.29999999999995,1639,-0.2680292861500915,-0.6081465041351821
2017.0,Finals,Golden State Warriors,Cleveland Cavaliers,GSW,CLE,GSW,1249.7,1547,0.8078215901745314,CLE,-1136.3999999999999,1297,-0.8761757902852736,1.683997380459805
2016.0,Eastern Conf First Round,Cleveland Cavaliers,Detroit Pistons,CLE,DET,CLE,-1716.9,1479,-1.1608519269776878,DET,-416.4,220,-1.8927272727272726,0.7318753457495848
2016.0,Eastern Conf First Round,Toronto Raptors,Indiana Pacers,TOR,IND,TOR,-190.19999999999996,1799,-0.10572540300166756,IND,-1163.3000000000002,524,-2.220038167938932,2.114312764937264
2016.0,Eastern Conf First Round,Miami Heat,Charlotte Hornets,MIA,CHO,MIA,-1157.9,1214,-0.9537891268533774,CHO,-900.5999999999999,578,-1.5581314878892731,0.6043423610358958
2016.0,Eastern Conf First Round,Atlanta Hawks,Boston Celtics,ATL,BOS,ATL,237.40000000000003,812,0.29236453201970447,BOS,-791.3000000000001,505,-1.566930693069307,1.8592952250890113
2016.0,Western Conf First Round,Golden State Warriors,Houston Rockets,GSW,HOU,GSW,1293.0,2334,0.5539845758354756,HOU,-1587.2,419,-3.7880668257756565,4.342051401611132
2016.0,Western Conf First Round,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,SAS,642.6,975,0.6590769230769231,MEM,-435.8,324,-1.3450617283950617,2.004138651471985
2016.0,Western Conf First Round,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,OKC,-1433.6,1294,-1.1078825347758887,DAL,-252.30000000000007,423,-0.59645390070922,-0.5114286340666687
2016.0,Western Conf First Round,Portland Trail Blazers,Los Angeles Clippers,POR,LAC,POR,-1100.3,837,-1.3145758661887694,LAC,-1147.6,745,-1.5404026845637582,0.22582681837498875
2016.0,Eastern Conf Semifinals,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,CLE,-1716.9,1479,-1.1608519269776878,ATL,237.40000000000003,812,0.29236453201970447,-1.4532164589973924
2016.0,Eastern Conf Semifinals,Toronto Raptors,Miami Heat,TOR,MIA,TOR,-190.19999999999996,1799,-0.10572540300166756,MIA,-1157.9,1214,-0.9537891268533774,0.8480637238517098
2016.0,Western Conf Semifinals,Golden State Warriors,Portland Trail Blazers,GSW,POR,GSW,1293.0,2334,0.5539845758354756,POR,-1100.3,837,-1.3145758661887694,1.868560442024245
2016.0,Western Conf Semifinals,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,OKC,-1433.6,1294,-1.1078825347758887,SAS,642.6,975,0.6590769230769231,-1.7669594578528118
2016.0,Eastern Conf Finals,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,CLE,-1716.9,1479,-1.1608519269776878,TOR,-190.19999999999996,1799,-0.10572540300166756,-1.0551265239760201
2016.0,Western Conf Finals,Golden State Warriors,Oklahoma City Thunder,GSW,OKC,GSW,1293.0,2334,0.5539845758354756,OKC,-1433.6,1294,-1.1078825347758887,1.6618671106113643
2016.0,Finals,Cleveland Cavaliers,Golden State Warriors,CLE,GSW,CLE,-1716.9,1479,-1.1608519269776878,GSW,1293.0,2334,0.5539845758354756,-1.7148365028131634
2015.0,Eastern Conf First Round,Atlanta Hawks,Brooklyn Nets,ATL,BRK,ATL,-2671.6,1190,-2.2450420168067224,BRK,298.4999999999999,383,0.7793733681462138,-3.0244153849529365
2015.0,Eastern Conf First Round,Cleveland Cavaliers,Boston Celtics,CLE,BOS,CLE,-1680.6,1509,-1.1137176938369782,BOS,554.8000000000001,443,1.252370203160271,-2.366087896997249
2015.0,Eastern Conf First Round,Chicago Bulls,Milwaukee Bucks,CHI,MIL,CHI,-2159.4,871,-2.4792192881745123,MIL,-128.69999999999996,595,-0.2163025210084033,-2.262916767166109
2015.0,Eastern Conf First Round,Washington Wizards,Toronto Raptors,WAS,TOR,WAS,-780.1999999999999,872,-0.8947247706422018,TOR,-240.29999999999998,323,-0.7439628482972136,-0.1507619223449882
2015.0,Western Conf First Round,Golden State Warriors,New Orleans Pelicans,GSW,NOP,GSW,1726.8999999999999,1624,1.0633620689655172,NOP,-126.19999999999993,341,-0.37008797653958925,1.4334500455051065
2015.0,Western Conf First Round,Houston Rockets,Dallas Mavericks,HOU,DAL,HOU,-1154.5,1327,-0.8700075357950263,DAL,202.7999999999999,538,0.37695167286245335,-1.2469592086574797
