Year,Round,Winner,Loser,Winner_Code,Loser_Code,Tm_Win,Winner_Bench_VORP,Tm_Lose,Loser_Bench_VORP,VORP_Diff
2020.0,Western Conf Semifinals,Denver Nuggets,Los Angeles Clippers,DEN,LAC,DEN,0.049999999999999996,LAC,0.08,-0.030000000000000006
2020.0,Western Conf Semifinals,Los Angeles Lakers,Houston Rockets,LAL,HOU,LAL,0.019999999999999997,HOU,0.03333333333333334,-0.013333333333333343
2020.0,Eastern Conf Finals,Miami Heat,Boston Celtics,MIA,BOS,MIA,0.12857142857142856,BOS,0.05000000000000001,0.07857142857142854
2020.0,Western Conf Finals,Los Angeles Lakers,Denver Nuggets,LAL,DEN,LAL,0.019999999999999997,DEN,0.049999999999999996,-0.03
2020.0,Finals,Los Angeles Lakers,Miami Heat,LAL,MIA,LAL,0.019999999999999997,MIA,0.12857142857142856,-0.10857142857142857
2019.0,Eastern Conf First Round,Milwaukee Bucks,Detroit Pistons,MIL,DET,MIL,0.2125,DET,0.0,0.2125
2019.0,Eastern Conf First Round,Toronto Raptors,Orlando Magic,TOR,ORL,TOR,0.06666666666666667,ORL,0.042857142857142864,0.0238095238095238
2019.0,Eastern Conf First Round,Philadelphia 76ers,Brooklyn Nets,PHI,BRK,PHI,0.01,BRK,0.075,-0.065
2019.0,Eastern Conf First Round,Boston Celtics,Indiana Pacers,BOS,IND,BOS,0.06666666666666667,IND,0.037500000000000006,0.02916666666666666
2019.0,Western Conf First Round,Golden State Warriors,Los Angeles Clippers,GSW,LAC,GSW,0.03333333333333333,LAC,0.05714285714285715,-0.023809523809523815
2019.0,Western Conf First Round,Denver Nuggets,San Antonio Spurs,DEN,SAS,DEN,-0.014285714285714287,SAS,0.0,-0.014285714285714287
2019.0,Western Conf First Round,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC,POR,0.0625,OKC,0.016666666666666666,0.04583333333333334
2019.0,Western Conf First Round,Houston Rockets,Utah Jazz,HOU,UTA,HOU,0.025,UTA,0.012499999999999997,0.012500000000000004
2019.0,Eastern Conf Semifinals,Milwaukee Bucks,Boston Celtics,MIL,BOS,MIL,0.2125,BOS,0.06666666666666667,0.14583333333333331
2019.0,Eastern Conf Semifinals,Toronto Raptors,Philadelphia 76ers,TOR,PHI,TOR,0.06666666666666667,PHI,0.01,0.056666666666666664
2019.0,Western Conf Semifinals,Golden State Warriors,Houston Rockets,GSW,HOU,GSW,0.03333333333333333,HOU,0.025,0.008333333333333331
2019.0,Western Conf Semifinals,Portland Trail Blazers,Denver Nuggets,POR,DEN,POR,0.0625,DEN,-0.014285714285714287,0.07678571428571429
2019.0,Eastern Conf Finals,Toronto Raptors,Milwaukee Bucks,TOR,MIL,TOR,0.06666666666666667,MIL,0.2125,-0.14583333333333331
2019.0,Western Conf Finals,Golden State Warriors,Portland Trail Blazers,GSW,POR,GSW,0.03333333333333333,POR,0.0625,-0.029166666666666667
2019.0,Finals,Toronto Raptors,Golden State Warriors,TOR,GSW,TOR,0.06666666666666667,GSW,0.03333333333333333,0.03333333333333333
2018.0,Eastern Conf First Round,Toronto Raptors,Washington Wizards,TOR,WAS,TOR,0.05,WAS,0.014285714285714287,0.03571428571428571
2018.0,Eastern Conf First Round,Boston Celtics,Milwaukee Bucks,BOS,MIL,BOS,-0.05714285714285715,MIL,0.0,-0.05714285714285715
2018.0,Eastern Conf First Round,Philadelphia 76ers,Miami Heat,PHI,MIA,PHI,0.05555555555555555,MIA,0.028571428571428574,0.02698412698412698
2018.0,Eastern Conf First Round,Cleveland Cavaliers,Indiana Pacers,CLE,IND,CLE,-0.014285714285714282,IND,0.05714285714285715,-0.07142857142857142
2018.0,Western Conf First Round,Houston Rockets,Minnesota Timberwolves,HOU,MIN,HOU,0.01,MIN,0.05714285714285715,-0.047142857142857146
2018.0,Western Conf First Round,Golden State Warriors,San Antonio Spurs,GSW,SAS,GSW,0.04444444444444444,SAS,0.0,0.04444444444444444
2018.0,Western Conf First Round,New Orleans Pelicans,Portland Trail Blazers,NOP,POR,NOP,0.0,POR,0.0,0.0
2018.0,Western Conf First Round,Utah Jazz,Oklahoma City Thunder,UTA,OKC,UTA,0.044444444444444446,OKC,0.028571428571428574,0.015873015873015872
2018.0,Western Conf Semifinals,Golden State Warriors,New Orleans Pelicans,GSW,NOP,GSW,0.04444444444444444,NOP,0.0,0.04444444444444444
2018.0,Western Conf Semifinals,Houston Rockets,Utah Jazz,HOU,UTA,HOU,0.01,UTA,0.044444444444444446,-0.034444444444444444
2018.0,Eastern Conf Semifinals,Boston Celtics,Philadelphia 76ers,BOS,PHI,BOS,-0.05714285714285715,PHI,0.05555555555555555,-0.1126984126984127
2018.0,Eastern Conf Semifinals,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,CLE,-0.014285714285714282,TOR,0.05,-0.06428571428571428
2018.0,Eastern Conf Finals,Cleveland Cavaliers,Boston Celtics,CLE,BOS,CLE,-0.014285714285714282,BOS,-0.05714285714285715,0.042857142857142864
2018.0,Western Conf Finals,Golden State Warriors,Houston Rockets,GSW,HOU,GSW,0.04444444444444444,HOU,0.01,0.03444444444444444
2018.0,Finals,Golden State Warriors,Cleveland Cavaliers,GSW,CLE,GSW,0.04444444444444444,CLE,-0.014285714285714282,0.05873015873015872
2017.0,Eastern Conf First Round,Boston Celtics,Chicago Bulls,BOS,CHI,BOS,0.1,CHI,-0.03333333333333334,0.13333333333333336
2017.0,Eastern Conf First Round,Cleveland Cavaliers,Indiana Pacers,CLE,IND,CLE,0.0625,IND,0.02,0.042499999999999996
2017.0,Eastern Conf First Round,Toronto Raptors,Milwaukee Bucks,TOR,MIL,TOR,0.037500000000000006,MIL,-3.469446951953614e-18,0.037500000000000006
2017.0,Eastern Conf First Round,Washington Wizards,Atlanta Hawks,WAS,ATL,WAS,-0.022222222222222223,ATL,-0.0125,-0.009722222222222222
2017.0,Western Conf First Round,Golden State Warriors,Portland Trail Blazers,GSW,POR,GSW,0.1111111111111111,POR,0.0,0.1111111111111111
2017.0,Western Conf First Round,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,SAS,0.11818181818181818,MEM,-0.0125,0.13068181818181818
2017.0,Western Conf First Round,Houston Rockets,Oklahoma City Thunder,HOU,OKC,HOU,0.044444444444444446,OKC,-0.0125,0.05694444444444445
2017.0,Western Conf First Round,Utah Jazz,Los Angeles Clippers,UTA,LAC,UTA,0.02222222222222222,LAC,0.05000000000000001,-0.02777777777777779
2017.0,Eastern Conf Semifinals,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,CLE,0.0625,TOR,0.037500000000000006,0.024999999999999994
2017.0,Eastern Conf Semifinals,Boston Celtics,Washington Wizards,BOS,WAS,BOS,0.1,WAS,-0.022222222222222223,0.12222222222222223
2017.0,Western Conf Semifinals,Golden State Warriors,Utah Jazz,GSW,UTA,GSW,0.1111111111111111,UTA,0.02222222222222222,0.08888888888888888
2017.0,Western Conf Semifinals,San Antonio Spurs,Houston Rockets,SAS,HOU,SAS,0.11818181818181818,HOU,0.044444444444444446,0.07373737373737374
2017.0,Western Conf Finals,Golden State Warriors,San Antonio Spurs,GSW,SAS,GSW,0.1111111111111111,SAS,0.11818181818181818,-0.007070707070707075
2017.0,Eastern Conf Finals,Cleveland Cavaliers,Boston Celtics,CLE,BOS,CLE,0.0625,BOS,0.1,-0.037500000000000006
2017.0,Finals,Golden State Warriors,Cleveland Cavaliers,GSW,CLE,GSW,0.1111111111111111,CLE,0.0625,0.048611111111111105
2016.0,Eastern Conf First Round,Cleveland Cavaliers,Detroit Pistons,CLE,DET,CLE,0.03333333333333334,DET,-0.014285714285714287,0.04761904761904763
2016.0,Eastern Conf First Round,Toronto Raptors,Indiana Pacers,TOR,IND,TOR,0.0875,IND,-0.014285714285714287,0.10178571428571428
2016.0,Eastern Conf First Round,Miami Heat,Charlotte Hornets,MIA,CHO,MIA,0.044444444444444446,CHO,0.022222222222222223,0.022222222222222223
2016.0,Eastern Conf First Round,Atlanta Hawks,Boston Celtics,ATL,BOS,ATL,0.07500000000000001,BOS,0.022222222222222223,0.052777777777777785
2016.0,Western Conf First Round,Golden State Warriors,Houston Rockets,GSW,HOU,GSW,0.16666666666666666,HOU,-0.025,0.19166666666666665
2016.0,Western Conf First Round,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,SAS,0.06666666666666668,MEM,0.04,0.02666666666666668
2016.0,Western Conf First Round,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,OKC,0.044444444444444446,DAL,0.042857142857142864,0.0015873015873015817
2016.0,Western Conf First Round,Portland Trail Blazers,Los Angeles Clippers,POR,LAC,POR,0.025,LAC,0.0,0.025
2016.0,Eastern Conf Semifinals,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,CLE,0.03333333333333334,ATL,0.07500000000000001,-0.04166666666666667
2016.0,Eastern Conf Semifinals,Toronto Raptors,Miami Heat,TOR,MIA,TOR,0.0875,MIA,0.044444444444444446,0.04305555555555555
2016.0,Western Conf Semifinals,Golden State Warriors,Portland Trail Blazers,GSW,POR,GSW,0.16666666666666666,POR,0.025,0.14166666666666666
2016.0,Western Conf Semifinals,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,OKC,0.044444444444444446,SAS,0.06666666666666668,-0.022222222222222233
2016.0,Eastern Conf Finals,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,CLE,0.03333333333333334,TOR,0.0875,-0.054166666666666655
2016.0,Western Conf Finals,Golden State Warriors,Oklahoma City Thunder,GSW,OKC,GSW,0.16666666666666666,OKC,0.044444444444444446,0.1222222222222222
2016.0,Finals,Cleveland Cavaliers,Golden State Warriors,CLE,GSW,CLE,0.03333333333333334,GSW,0.16666666666666666,-0.1333333333333333
2015.0,Eastern Conf First Round,Atlanta Hawks,Brooklyn Nets,ATL,BRK,ATL,0.0,BRK,0.028571428571428574,-0.028571428571428574
2015.0,Eastern Conf First Round,Cleveland Cavaliers,Boston Celtics,CLE,BOS,CLE,0.049999999999999996,BOS,0.037500000000000006,0.01249999999999999
2015.0,Eastern Conf First Round,Chicago Bulls,Milwaukee Bucks,CHI,MIL,CHI,-0.0125,MIL,0.037500000000000006,-0.05
2015.0,Eastern Conf First Round,Washington Wizards,Toronto Raptors,WAS,TOR,WAS,0.022222222222222216,TOR,0.02,0.0022222222222222157
2015.0,Western Conf First Round,Golden State Warriors,New Orleans Pelicans,GSW,NOP,GSW,0.13333333333333333,NOP,0.04,0.09333333333333332
2015.0,Western Conf First Round,Houston Rockets,Dallas Mavericks,HOU,DAL,HOU,0.05714285714285715,DAL,0.044444444444444446,0.012698412698412702
2015.0,Western Conf First Round,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,LAC,-0.0125,SAS,0.11249999999999999,-0.12499999999999999
2015.0,Western Conf First Round,Memphis Grizzlies,Portland Trail Blazers,MEM,POR,MEM,0.05555555555555555,POR,0.07142857142857142,-0.015873015873015872
2015.0,Eastern Conf Semifinals,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,CLE,0.049999999999999996,CHI,-0.0125,0.0625
2015.0,Eastern Conf Semifinals,Atlanta Hawks,Washington Wizards,ATL,WAS,ATL,0.0,WAS,0.022222222222222216,-0.022222222222222216
2015.0,Western Conf Semifinals,Houston Rockets,Los Angeles Clippers,HOU,LAC,HOU,0.05714285714285715,LAC,-0.0125,0.06964285714285715
2015.0,Western Conf Semifinals,Golden State Warriors,Memphis Grizzlies,GSW,MEM,GSW,0.13333333333333333,MEM,0.05555555555555555,0.07777777777777778
2015.0,Eastern Conf Finals,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,CLE,0.049999999999999996,ATL,0.0,0.049999999999999996
2015.0,Western Conf Finals,Golden State Warriors,Houston Rockets,GSW,HOU,GSW,0.13333333333333333,HOU,0.05714285714285715,0.07619047619047618
2015.0,Finals,Golden State Warriors,Cleveland Cavaliers,GSW,CLE,GSW,0.13333333333333333,CLE,0.049999999999999996,0.08333333333333334
2014.0,Eastern Conf First Round,Indiana Pacers,Atlanta Hawks,IND,ATL,IND,0.0,ATL,0.042857142857142864,-0.042857142857142864
2014.0,Eastern Conf First Round,Miami Heat,Charlotte Bobcats,MIA,CHA,MIA,0.06999999999999999,CHA,-0.0125,0.08249999999999999
2014.0,Eastern Conf First Round,Brooklyn Nets,Toronto Raptors,BRK,TOR,BRK,0.028571428571428574,TOR,0.075,-0.04642857142857142
2014.0,Eastern Conf First Round,Washington Wizards,Chicago Bulls,WAS,CHI,WAS,-0.025,CHI,0.049999999999999996,-0.075
2014.0,Western Conf First Round,San Antonio Spurs,Dallas Mavericks,SAS,DAL,SAS,0.32222222222222224,DAL,0.1125,0.20972222222222225
2014.0,Western Conf First Round,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,OKC,0.044444444444444446,MEM,0.0625,-0.018055555555555554
2014.0,Western Conf First Round,Los Angeles Clippers,Golden State Warriors,LAC,GSW,LAC,0.05555555555555555,GSW,0.037500000000000006,0.018055555555555547
2014.0,Western Conf First Round,Portland Trail Blazers,Houston Rockets,POR,HOU,POR,-0.02222222222222222,HOU,0.1,-0.12222222222222223
2014.0,Eastern Conf Semifinals,Indiana Pacers,Washington Wizards,IND,WAS,IND,0.0,WAS,-0.025,0.025
2014.0,Eastern Conf Semifinals,Miami Heat,Brooklyn Nets,MIA,BRK,MIA,0.06999999999999999,BRK,0.028571428571428574,0.04142857142857142
2014.0,Western Conf Semifinals,San Antonio Spurs,Portland Trail Blazers,SAS,POR,SAS,0.32222222222222224,POR,-0.02222222222222222,0.34444444444444444
2014.0,Western Conf Semifinals,Oklahoma City Thunder,Los Angeles Clippers,OKC,LAC,OKC,0.044444444444444446,LAC,0.05555555555555555,-0.011111111111111106
2014.0,Eastern Conf Finals,Miami Heat,Indiana Pacers,MIA,IND,MIA,0.06999999999999999,IND,0.0,0.06999999999999999
2014.0,Western Conf Finals,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC,SAS,0.32222222222222224,OKC,0.044444444444444446,0.2777777777777778
2014.0,Finals,San Antonio Spurs,Miami Heat,SAS,MIA,SAS,0.32222222222222224,MIA,0.06999999999999999,0.25222222222222224
2013.0,Eastern Conf First Round,Miami Heat,Milwaukee Bucks,MIA,MIL,MIA,0.175,MIL,0.012499999999999997,0.16249999999999998
2013.0,Eastern Conf First Round,New York Knicks,Boston Celtics,NYK,BOS,NYK,0.05555555555555555,BOS,0.016666666666666663,0.03888888888888889
2013.0,Eastern Conf First Round,Indiana Pacers,Atlanta Hawks,IND,ATL,IND,-0.025,ATL,0.025,-0.05
2013.0,Eastern Conf First Round,Chicago Bulls,Brooklyn Nets,CHI,BRK,CHI,-0.014285714285714287,BRK,0.025,-0.039285714285714285
2013.0,Western Conf First Round,Oklahoma City Thunder,Houston Rockets,OKC,HOU,OKC,0.09999999999999999,HOU,0.016666666666666666,0.08333333333333333
2013.0,Western Conf First Round,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,SAS,0.13,LAL,-0.03333333333333333,0.16333333333333333
2013.0,Western Conf First Round,Golden State Warriors,Denver Nuggets,GSW,DEN,GSW,0.07999999999999999,DEN,0.014285714285714287,0.0657142857142857
2013.0,Western Conf First Round,Memphis Grizzlies,Los Angeles Clippers,MEM,LAC,MEM,0.05,LAC,0.07500000000000001,-0.02500000000000001
2013.0,Eastern Conf Semifinals,Miami Heat,Chicago Bulls,MIA,CHI,MIA,0.175,CHI,-0.014285714285714287,0.18928571428571428
2013.0,Eastern Conf Semifinals,Indiana Pacers,New York Knicks,IND,NYK,IND,-0.025,NYK,0.05555555555555555,-0.08055555555555555
2013.0,Western Conf Semifinals,Memphis Grizzlies,Oklahoma City Thunder,MEM,OKC,MEM,0.05,OKC,0.09999999999999999,-0.04999999999999999
2013.0,Western Conf Semifinals,San Antonio Spurs,Golden State Warriors,SAS,GSW,SAS,0.13,GSW,0.07999999999999999,0.05000000000000002
2013.0,Eastern Conf Finals,Miami Heat,Indiana Pacers,MIA,IND,MIA,0.175,IND,-0.025,0.19999999999999998
2013.0,Western Conf Finals,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,SAS,0.13,MEM,0.05,0.08
2013.0,Finals,Miami Heat,San Antonio Spurs,MIA,SAS,MIA,0.175,SAS,0.13,0.044999999999999984
2012.0,Eastern Conf First Round,Philadelphia 76ers,Chicago Bulls,PHI,CHI,PHI,0.09999999999999999,CHI,0.04,0.05999999999999999
2012.0,Eastern Conf First Round,Miami Heat,New York Knicks,MIA,NYK,MIA,0.07142857142857142,NYK,0.014285714285714287,0.057142857142857134
2012.0,Eastern Conf First Round,Indiana Pacers,Orlando Magic,IND,ORL,IND,0.0125,ORL,0.0,0.0125
2012.0,Eastern Conf First Round,Boston Celtics,Atlanta Hawks,BOS,ATL,BOS,0.025,ATL,0.0,0.025
2012.0,Western Conf First Round,San Antonio Spurs,Utah Jazz,SAS,UTA,SAS,0.1875,UTA,0.0,0.1875
2012.0,Western Conf First Round,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,OKC,0.15,DAL,0.0125,0.13749999999999998
2012.0,Western Conf First Round,Los Angeles Lakers,Denver Nuggets,LAL,DEN,LAL,-0.0125,DEN,0.10000000000000002,-0.11250000000000002
2012.0,Western Conf First Round,Los Angeles Clippers,Memphis Grizzlies,LAC,MEM,LAC,0.16666666666666666,MEM,0.014285714285714287,0.15238095238095237
