Year,Round,TeamA,TeamB,TeamA_Bench_VORP,TeamB_Bench_VORP,Diff_VORP,Diff_BPM,Diff_PPG,Target_Win
2022.0,Eastern Conf First Round,PHI,TOR,0.0555555555555555,0.0,0.0555555555555555,2.146109060602453,-3.1166666666666663,1
2022.0,Western Conf First Round,NOP,PHO,0.0714285714285714,0.0555555555555555,0.0158730158730158,1.1072232829392668,2.2717948717948717,0
2022.0,Eastern Conf First Round,ATL,MIA,0.05,0.0777777777777777,-0.0277777777777777,2.9690481751824818,5.777777777777778,0
2022.0,Eastern Conf Semifinals,BOS,MIL,0.09,0.04,0.0499999999999999,0.7739814842514683,-1.654166666666667,1
2022.0,Eastern Conf Semifinals,PHI,MIA,0.0555555555555555,0.0777777777777777,-0.0222222222222222,1.5821513513513512,-0.8722222222222225,0
2022.0,Western Conf Semifinals,PHO,DAL,0.0555555555555555,0.1111111111111111,-0.0555555555555555,-0.9160067020021254,0.861538461538462,0
2022.0,Western Conf Semifinals,MEM,GSW,0.1571428571428571,0.1777777777777777,-0.0206349206349206,0.0703146526872482,1.5893939393939394,0
2022.0,Western Conf Finals,DAL,GSW,0.1111111111111111,0.1777777777777777,-0.0666666666666666,-0.8291051707129278,0.0727272727272723,0
2022.0,Eastern Conf Finals,BOS,MIA,0.09,0.0777777777777777,0.0122222222222222,0.7856332451032292,-1.451388888888889,1
2022.0,Finals,BOS,GSW,0.09,0.1777777777777777,-0.0877777777777777,-1.5609608888204012,-0.7564393939393941,0
2021.0,Eastern Conf First Round,MIL,MIA,0.0636363636363636,0.0125,0.0511363636363636,0.5991542979420872,-6.647826086956521,1
2021.0,Western Conf First Round,DAL,LAC,0.0,0.0727272727272727,-0.0727272727272727,-1.2856335474413132,0.3992481203007521,0
2021.0,Eastern Conf First Round,BRK,BOS,0.03,0.01,0.02,-0.3009247016096331,-3.178333333333333,1
2021.0,Western Conf First Round,DEN,POR,0.0699999999999999,0.01,0.0599999999999999,3.1616277924545795,0.4933333333333332,1
2021.0,Eastern Conf First Round,WAS,PHI,0.0,0.009090909090909,-0.009090909090909,-0.4823596014492759,3.434999999999999,0
2021.0,Western Conf First Round,UTA,MEM,-0.03,0.0,-0.03,-1.246836916899125,-1.8890909090909092,1
2021.0,Eastern Conf First Round,ATL,NYK,0.06,0.0333333333333333,0.0266666666666666,-0.4653198768388641,-4.237777777777778,1
2021.0,Western Conf First Round,PHO,LAL,0.1181818181818181,0.0199999999999999,0.0981818181818181,3.790816130346233,-4.842424242424243,1
2021.0,Eastern Conf Semifinals,MIL,BRK,0.0636363636363636,0.03,0.0336363636363636,0.7975789216191163,-1.4894927536231883,1
2021.0,Eastern Conf Semifinals,ATL,PHI,0.06,0.009090909090909,0.0509090909090909,1.2366870757659143,-0.702777777777778,1
2021.0,Western Conf Semifinals,PHO,DEN,0.1181818181818181,0.0699999999999999,0.0481818181818181,0.2115079212249864,-3.7690909090909095,1
2021.0,Western Conf Semifinals,UTA,LAC,-0.03,0.0727272727272727,-0.1027272727272727,-3.515611397481371,0.4330143540669855,0
2021.0,Western Conf Finals,LAC,PHO,0.0727272727272727,0.1181818181818181,-0.0454545454545454,-1.5267777344200706,0.6169856459330145,0
2021.0,Eastern Conf Finals,ATL,MIL,0.06,0.0636363636363636,-0.0036363636363636,0.3457736508994003,0.8700483091787439,0
2021.0,Finals,PHO,MIL,0.1181818181818181,0.0636363636363636,0.0545454545454545,1.9579356040304428,0.1887351778656127,0
2020.0,Eastern Conf First Round,ORL,MIL,0.0333333333333333,0.0555555555555555,-0.0222222222222222,-0.1425959833474674,5.239999999999998,0
2020.0,Eastern Conf First Round,BRK,TOR,0.0142857142857142,0.0888888888888888,-0.0746031746031746,-5.994886762298277,2.8659090909090903,0
2020.0,Eastern Conf First Round,BOS,PHI,0.05,-0.0142857142857142,0.0642857142857143,5.066502882387802,-2.6382352941176475,1
2020.0,Eastern Conf First Round,IND,MIA,-0.06,0.1285714285714285,-0.1885714285714285,-7.851844630084198,1.2023809523809523,0
2020.0,Western Conf First Round,POR,LAL,0.0,0.0199999999999999,-0.0199999999999999,-1.100886345992799,3.144761904761905,0
2020.0,Western Conf First Round,LAC,DAL,0.08,0.0125,0.0675,1.7575681312407516,-2.1153846153846154,1
2020.0,Western Conf First Round,UTA,DEN,0.0,0.0499999999999999,-0.0499999999999999,-1.8057733291409008,3.491729323308271,0
2020.0,Western Conf First Round,HOU,OKC,0.0333333333333333,0.0111111111111111,0.0222222222222222,-0.6366905134510767,-1.896428571428571,1
2020.0,Eastern Conf Semifinals,TOR,BOS,0.0888888888888888,0.05,0.0388888888888888,2.2044120390299904,2.5973262032085564,0
2020.0,Eastern Conf Semifinals,MIA,MIL,0.1285714285714285,0.0555555555555555,0.073015873015873,0.1784457618663903,-1.932380952380952,1
2020.0,Western Conf Semifinals,DEN,LAC,0.0499999999999999,0.08,-0.03,-0.8361403159101102,-1.5477732793522263,1
2020.0,Western Conf Semifinals,HOU,LAL,0.0333333333333333,0.0199999999999999,0.0133333333333333,0.3967639392804843,0.7797619047619051,0
2020.0,Eastern Conf Finals,BOS,MIA,0.05,0.1285714285714285,-0.0785714285714285,0.4668468334325987,0.264145658263305,0
2020.0,Western Conf Finals,LAL,DEN,0.0199999999999999,0.0499999999999999,-0.03,-0.7102640891156656,0.3583959899749369,1
2020.0,Finals,LAL,MIA,0.0199999999999999,0.1285714285714285,-0.1085714285714285,-1.3364994987560592,0.6476190476190473,1
2019.0,Eastern Conf First Round,MIL,DET,0.2125,0.0,0.2125,7.207722764024339,-3.725,1
2019.0,Eastern Conf First Round,TOR,ORL,0.0666666666666666,0.0428571428571428,0.0238095238095238,-0.6777313399072806,-6.020833333333333,1
2019.0,Eastern Conf First Round,BRK,PHI,0.075,0.01,0.065,4.0191618395988025,10.586666666666666,0
2019.0,Eastern Conf First Round,IND,BOS,0.0375,0.0666666666666666,-0.0291666666666666,0.5464431883895761,4.483333333333333,0
2019.0,Western Conf First Round,LAC,GSW,0.0571428571428571,0.0333333333333333,0.0238095238095238,2.4562357365331344,7.592424242424243,0
2019.0,Western Conf First Round,DEN,SAS,-0.0142857142857142,0.0,-0.0142857142857142,-1.1916970241973226,-2.3428571428571425,1
2019.0,Western Conf First Round,POR,OKC,0.0625,0.0166666666666666,0.0458333333333333,0.5908901968608673,-3.0125,1
2019.0,Western Conf First Round,UTA,HOU,0.0124999999999999,0.025,-0.0125,0.4531064567992189,4.496363636363636,0
2019.0,Eastern Conf Semifinals,BOS,MIL,0.0666666666666666,0.2125,-0.1458333333333333,-2.1369850995683044,1.6666666666666663,0
2019.0,Eastern Conf Semifinals,PHI,TOR,0.01,0.0666666666666666,-0.0566666666666666,-1.6226267436747936,1.8541666666666667,0
2019.0,Western Conf Semifinals,HOU,GSW,0.025,0.0333333333333333,-0.0083333333333333,0.2505845271891631,1.4227272727272726,0
2019.0,Western Conf Semifinals,POR,DEN,0.0625,-0.0142857142857142,0.0767857142857142,1.940493279521179,0.2017857142857144,1
2019.0,Eastern Conf Finals,TOR,MIL,0.0666666666666666,0.2125,-0.1458333333333333,-3.3786120806874407,-1.8208333333333335,1
2019.0,Western Conf Finals,GSW,POR,0.0333333333333333,0.0625,-0.0291666666666666,-0.9769441444622128,-0.946590909090909,1
2019.0,Finals,GSW,TOR,0.0333333333333333,0.0666666666666666,-0.0333333333333333,-1.005580017522985,-0.0382575757575756,0
2018.0,Eastern Conf First Round,WAS,TOR,0.0142857142857142,0.05,-0.0357142857142857,-0.7908837915331423,1.2000000000000002,0
2018.0,Eastern Conf First Round,BOS,MIL,-0.0571428571428571,0.0,-0.0571428571428571,-1.56120199896291,-3.124812030075187,1
2018.0,Eastern Conf First Round,PHI,MIA,0.0555555555555555,0.0285714285714285,0.0269841269841269,1.102793049423159,-6.500000000000002,1
2018.0,Eastern Conf First Round,CLE,IND,-0.0142857142857142,0.0571428571428571,-0.0714285714285714,-2.741054014511361,-3.2155844155844155,1
2018.0,Western Conf First Round,HOU,MIN,0.01,0.0571428571428571,-0.0471428571428571,-3.444917949870743,-5.505882352941176,1
2018.0,Western Conf First Round,SAS,GSW,0.0,0.0444444444444444,-0.0444444444444444,0.1039503267973855,6.466666666666667,0
2018.0,Western Conf First Round,NOP,POR,0.0,0.0,0.0,-0.564565386082359,-5.269444444444444,1
2018.0,Western Conf First Round,OKC,UTA,0.0285714285714285,0.0444444444444444,-0.0158730158730158,0.0413004961020554,-0.3045454545454547,0
2018.0,Western Conf Semifinals,NOP,GSW,0.0,0.0444444444444444,-0.0444444444444444,-2.0406668578461247,1.722222222222222,0
2018.0,Western Conf Semifinals,UTA,HOU,0.0444444444444444,0.01,0.0344444444444444,1.4173849607714886,1.660427807486631,0
2018.0,Eastern Conf Semifinals,PHI,BOS,0.0555555555555555,-0.0571428571428571,0.1126984126984127,3.448341075085037,1.8905263157894736,0
2018.0,Eastern Conf Semifinals,CLE,TOR,-0.0142857142857142,0.05,-0.0642857142857142,-2.0336353074749822,-2.922727272727273,1
2018.0,Eastern Conf Finals,BOS,CLE,-0.0571428571428571,-0.0142857142857142,-0.0428571428571428,-0.8968901471750197,0.562200956937799,0
2018.0,Western Conf Finals,GSW,HOU,0.0444444444444444,0.01,0.0344444444444444,1.259339051644786,-0.5607843137254904,1
2018.0,Finals,GSW,CLE,0.0444444444444444,-0.0142857142857142,0.0587301587301587,1.685642005470985,0.1060606060606059,1
2017.0,Eastern Conf First Round,CHI,BOS,-0.0333333333333333,0.1,-0.1333333333333333,-3.268161190040385,3.900000000000001,0
2017.0,Eastern Conf First Round,IND,CLE,0.02,0.0625,-0.0424999999999999,1.06315253447132,6.647222222222221,0
2017.0,Eastern Conf First Round,TOR,MIL,0.0375,-3.469446951953614e-18,0.0375,1.1871696339145186,-3.2699999999999996,1
2017.0,Eastern Conf First Round,ATL,WAS,-0.0125,-0.0222222222222222,0.0097222222222222,0.6007127929541722,3.130769230769231,0
2017.0,Western Conf First Round,POR,GSW,0.0,0.1111111111111111,-0.1111111111111111,-3.3766094689624095,5.708823529411765,0
2017.0,Western Conf First Round,MEM,SAS,-0.0125,0.1181818181818181,-0.1306818181818181,-2.9743675423180096,0.2395833333333339,0
2017.0,Western Conf First Round,OKC,HOU,-0.0125,0.0444444444444444,-0.0569444444444444,-2.440719236269848,1.6563636363636365,0
2017.0,Western Conf First Round,UTA,LAC,0.0222222222222222,0.05,-0.0277777777777777,-1.156436070141173,0.2181818181818187,1
2017.0,Eastern Conf Semifinals,CLE,TOR,0.0625,0.0375,0.0249999999999999,-0.350067415901037,-0.7022222222222221,1
2017.0,Eastern Conf Semifinals,BOS,WAS,0.1,-0.0222222222222222,0.1222222222222222,2.647338679217874,0.0641025641025643,1
2017.0,Western Conf Semifinals,GSW,UTA,0.1111111111111111,0.0222222222222222,0.0888888888888888,1.7087641780065792,-2.277005347593583,1
2017.0,Western Conf Semifinals,SAS,HOU,0.1181818181818181,0.0444444444444444,0.0737373737373737,0.5413623025779473,-0.3698863636363638,1
2017.0,Western Conf Finals,SAS,GSW,0.1181818181818181,0.1111111111111111,0.007070707070707,-0.5433224689091535,1.6525735294117645,0
2017.0,Eastern Conf Finals,CLE,BOS,0.0625,0.1,-0.0375,-0.6081465041351821,-0.4555555555555555,1
2017.0,Finals,GSW,CLE,0.1111111111111111,0.0625,0.0486111111111111,1.683997380459805,0.5633986928104575,1
2016.0,Eastern Conf First Round,CLE,DET,0.0333333333333333,-0.0142857142857142,0.0476190476190476,0.7318753457495848,-4.361904761904762,1
2016.0,Eastern Conf First Round,TOR,IND,0.0875,-0.0142857142857142,0.1017857142857142,2.114312764937264,-1.755,1
2016.0,Eastern Conf First Round,CHO,MIA,0.0222222222222222,0.0444444444444444,-0.0222222222222222,-0.6043423610358958,3.3142857142857145,0
2016.0,Eastern Conf First Round,BOS,ATL,0.0222222222222222,0.075,-0.0527777777777777,-1.8592952250890111,1.3066666666666666,0
2016.0,Western Conf First Round,HOU,GSW,-0.025,0.1666666666666666,-0.1916666666666666,-4.342051401611132,5.1816666666666675,0
2016.0,Western Conf First Round,MEM,SAS,0.04,0.0666666666666666,-0.0266666666666666,-2.004138651471985,3.9100000000000006,0
2016.0,Western Conf First Round,OKC,DAL,0.0444444444444444,0.0428571428571428,0.0015873015873015,-0.5114286340666687,-6.054444444444444,1
2016.0,Western Conf First Round,POR,LAC,0.025,0.0,0.025,0.2258268183749887,-5.215151515151515,1
2016.0,Eastern Conf Semifinals,ATL,CLE,0.075,0.0333333333333333,0.0416666666666666,1.4532164589973924,2.7219047619047623,0
2016.0,Eastern Conf Semifinals,TOR,MIA,0.0875,0.0444444444444444,0.0430555555555555,0.8480637238517098,-0.7549999999999999,1
2016.0,Western Conf Semifinals,POR,GSW,0.025,0.1666666666666666,-0.1416666666666666,-1.868560442024245,0.959848484848485,0
2016.0,Western Conf Semifinals,SAS,OKC,0.0666666666666666,0.0444444444444444,0.0222222222222222,1.7669594578528118,2.384444444444444,0
2016.0,Eastern Conf Finals,TOR,CLE,0.0875,0.0333333333333333,0.0541666666666666,1.05512652397602,0.3069047619047618,0
2016.0,Western Conf Finals,OKC,GSW,0.0444444444444444,0.1666666666666666,-0.1222222222222222,-1.6618671106113645,-0.0527777777777778,0
2016.0,Finals,CLE,GSW,0.0333333333333333,0.1666666666666666,-0.1333333333333333,-1.7148365028131634,-0.320238095238095,1
2015.0,Eastern Conf First Round,BRK,ATL,0.0285714285714285,0.0,0.0285714285714285,3.0244153849529365,2.591666666666667,0
2015.0,Eastern Conf First Round,CLE,BOS,0.0499999999999999,0.0375,0.0124999999999999,-2.366087896997249,-10.885000000000002,1
2015.0,Eastern Conf First Round,CHI,MIL,-0.0125,0.0375,-0.05,-2.262916767166109,-5.433333333333334,1
2015.0,Eastern Conf First Round,TOR,WAS,0.02,0.0222222222222222,-0.0022222222222222,0.1507619223449882,5.210000000000001,0
2015.0,Western Conf First Round,GSW,NOP,0.1333333333333333,0.04,0.0933333333333333,1.4334500455051065,-6.898809523809524,1
2015.0,Western Conf First Round,HOU,DAL,0.0571428571428571,0.0444444444444444,0.0126984126984127,-1.2469592086574797,-7.352941176470589,1
2015.0,Western Conf First Round,SAS,LAC,0.1124999999999999,-0.0125,0.1249999999999999,5.974335130441076,4.235714285714286,0
2015.0,Western Conf First Round,POR,MEM,0.0714285714285714,0.0555555555555555,0.0158730158730158,2.85497438701508,2.8309090909090906,0
2015.0,Eastern Conf Semifinals,CHI,CLE,-0.0125,0.0499999999999999,-0.0625,-1.3655015943375342,0.985,0
2015.0,Eastern Conf Semifinals,WAS,ATL,0.0222222222222222,0.0,0.0222222222222222,1.3503172461645208,2.0649999999999995,0
2015.0,Western Conf Semifinals,LAC,HOU,-0.0125,0.0571428571428571,-0.0696428571428571,-1.4146724222322562,0.2457983193277306,0
2015.0,Western Conf Semifinals,GSW,MEM,0.1333333333333333,0.0555555555555555,0.0777777777777777,1.6731309765285425,-1.432900432900433,1
2015.0,Eastern Conf Finals,CLE,ATL,0.0499999999999999,0.0,0.0499999999999999,1.1313243229697445,-0.71,1
2015.0,Western Conf Finals,HOU,GSW,0.0571428571428571,0.1333333333333333,-0.0761904761904761,-1.9333696047605435,0.3708683473389356,0
2015.0,Finals,CLE,GSW,0.0499999999999999,0.1333333333333333,-0.0833333333333333,-2.1770797628024954,-0.1611904761904763,0
2014.0,Eastern Conf First Round,IND,ATL,0.0,0.0428571428571428,-0.0428571428571428,-2.3757938747242604,-3.101503759398496,1
2014.0,Eastern Conf First Round,CHA,MIA,-0.0125,0.0699999999999999,-0.0824999999999999,-2.8574710064745936,5.555,0
2014.0,Eastern Conf First Round,TOR,BRK,0.075,0.0285714285714285,0.0464285714285714,2.1004116913681488,1.059523809523809,0
2014.0,Eastern Conf First Round,CHI,WAS,0.0499999999999999,-0.025,0.075,3.917573110682937,4.794545454545454,0
2014.0,Western Conf First Round,SAS,DAL,0.3222222222222222,0.1125,0.2097222222222222,-0.9753654181769368,-4.237267080745341,1
2014.0,Western Conf First Round,MEM,OKC,0.0625,0.0444444444444444,0.0180555555555555,2.8065775570498297,4.139097744360901,0
2014.0,Western Conf First Round,LAC,GSW,0.0555555555555555,0.0375,0.0180555555555555,1.1556113926592717,-1.3010989010989014,1
2014.0,Western Conf First Round,POR,HOU,-0.0222222222222222,0.1,-0.1222222222222222,-4.630623057109868,-3.131818181818182,1
2014.0,Eastern Conf Semifinals,WAS,IND,-0.025,0.0,-0.025,-1.8491448858184605,0.361244019138756,0
2014.0,Eastern Conf Semifinals,MIA,BRK,0.0699999999999999,0.0285714285714285,0.0414285714285714,0.0527538102278286,-0.8633333333333337,1
2014.0,Western Conf Semifinals,POR,SAS,-0.0222222222222222,0.3222222222222222,-0.3444444444444444,-6.007407686416312,0.0268774703557312,0
2014.0,Western Conf Semifinals,OKC,LAC,0.0444444444444444,0.0555555555555555,-0.0111111111111111,-1.0336220667431193,-1.195141700404858,1
2014.0,Eastern Conf Finals,MIA,IND,0.0699999999999999,0.0,0.0699999999999999,0.9782147903909562,0.5357894736842104,1
2014.0,Western Conf Finals,SAS,OKC,0.3222222222222222,0.0444444444444444,0.2777777777777778,4.02039768738348,0.2018306636155604,1
2014.0,Finals,MIA,SAS,0.0699999999999999,0.3222222222222222,-0.2522222222222222,-3.4354002617390025,-0.071304347826087,0
2013.0,Eastern Conf First Round,MIA,MIL,0.175,0.0124999999999999,0.1624999999999999,1.4197530475469275,-5.8847826086956525,1
2013.0,Eastern Conf First Round,BOS,NYK,0.0166666666666666,0.0555555555555555,-0.0388888888888888,-0.4272678835663333,0.2000000000000006,0
2013.0,Eastern Conf First Round,ATL,IND,0.025,-0.025,0.05,2.1313657779361894,3.7289473684210535,0
2013.0,Eastern Conf First Round,BRK,CHI,0.025,-0.0142857142857142,0.0392857142857142,0.4625590861344539,1.2880952380952384,0
2013.0,Western Conf First Round,OKC,HOU,0.0999999999999999,0.0166666666666666,0.0833333333333333,1.044917782084671,-1.9454545454545464,1
2013.0,Western Conf First Round,SAS,LAL,0.13,-0.0333333333333333,0.1633333333333333,5.430001820291702,-4.114285714285715,1
2013.0,Western Conf First Round,DEN,GSW,0.0142857142857142,0.0799999999999999,-0.0657142857142857,-2.5964801719610646,3.2083333333333335,0
2013.0,Western Conf First Round,MEM,LAC,0.05,0.075,-0.025,-1.8032189755519767,-5.643333333333333,1
2013.0,Eastern Conf Semifinals,CHI,MIA,-0.0142857142857142,0.175,-0.1892857142857142,-2.762334989729338,0.9181159420289852,0
2013.0,Eastern Conf Semifinals,IND,NYK,-0.025,0.0555555555555555,-0.0805555555555555,-2.3677415867757663,-1.6956140350877191,1
2013.0,Western Conf Semifinals,OKC,MEM,0.0999999999999999,0.05,0.0499999999999999,0.9377205871198576,0.7145454545454542,0
2013.0,Western Conf Semifinals,SAS,GSW,0.13,0.0799999999999999,0.05,0.0057180222654489,-1.9226190476190477,1
2013.0,Eastern Conf Finals,IND,MIA,-0.025,0.175,-0.1999999999999999,-3.3524271522410967,-0.3441647597254007,0
2013.0,Western Conf Finals,SAS,MEM,0.13,0.05,0.08,1.1271504370392682,-0.1542857142857143,1
2013.0,Finals,SAS,MIA,0.13,0.175,-0.0449999999999999,-0.1695580814094671,0.3204968944099378,0
2012.0,Eastern Conf First Round,CHI,PHI,0.04,0.0999999999999999,-0.0599999999999999,-0.1130673297024233,1.5935897435897437,0
2012.0,Eastern Conf First Round,NYK,MIA,0.0142857142857142,0.0714285714285714,-0.0571428571428571,-1.0674541617838345,4.732173913043479,0
2012.0,Eastern Conf First Round,IND,ORL,0.0125,0.0,0.0125,0.6064913481278722,-2.578181818181818,1
2012.0,Eastern Conf First Round,BOS,ATL,0.025,0.0,0.025,1.895597793434923,-2.136666666666667,1
2012.0,Western Conf First Round,UTA,SAS,0.0,0.1875,-0.1875,-3.3612078431372545,5.0321428571428575,0
2012.0,Western Conf First Round,OKC,DAL,0.15,0.0125,0.1374999999999999,1.8844119575277665,-7.515000000000001,1
2012.0,Western Conf First Round,LAL,DEN,-0.0125,0.1,-0.1125,-4.721494096099139,-4.109523809523809,1
2012.0,Western Conf First Round,LAC,MEM,0.1666666666666666,0.0142857142857142,0.1523809523809523,2.35042083103399,-0.0467532467532469,1
2012.0,Eastern Conf Semifinals,MIA,IND,0.0714285714285714,0.0125,0.0589285714285714,0.525697470621474,-1.73399209486166,1
2012.0,Eastern Conf Semifinals,PHI,BOS,0.0999999999999999,0.025,0.0749999999999999,2.2560760468328915,1.693076923076923,0
2012.0,Western Conf Semifinals,LAC,SAS,0.1666666666666666,0.1875,-0.0208333333333333,-0.8941515511103575,0.0389610389610388,0
2012.0,Western Conf Semifinals,OKC,LAL,0.15,-0.0125,0.1625,3.5518921658465556,0.0516666666666667,1
2012.0,Western Conf Finals,OKC,SAS,0.15,0.1875,-0.0375,-1.4802047982654598,-1.4578571428571427,1
2012.0,Eastern Conf Finals,MIA,BOS,0.0714285714285714,0.025,0.0464285714285714,1.4526842550591512,0.0178260869565217,1
2012.0,Finals,OKC,MIA,0.15,0.0714285714285714,0.0785714285714285,0.9342582512796814,1.1371739130434784,0
2011.0,Eastern Conf First Round,IND,CHI,0.0285714285714285,0.0857142857142857,-0.0571428571428571,0.3433265708489298,5.9025,0
2011.0,Eastern Conf First Round,MIA,PHI,0.0714285714285714,0.0,0.0714285714285714,0.6364189914432171,-5.453333333333334,1
2011.0,Eastern Conf First Round,BOS,NYK,-0.0142857142857142,0.04,-0.0542857142857142,-2.6531489251265192,-5.411111111111111,1
2011.0,Eastern Conf First Round,ATL,ORL,0.0625,0.0142857142857142,0.0482142857142857,-0.1649088666966051,-2.908333333333333,1
2011.0,Western Conf First Round,MEM,SAS,0.1,0.0428571428571428,0.0571428571428571,0.246959583338992,-3.8717948717948714,1
2011.0,Western Conf First Round,LAL,NOH,0.05,-0.0142857142857142,0.0642857142857143,2.7903309334343818,-0.8066666666666662,1
2011.0,Western Conf First Round,POR,DAL,0.0285714285714285,0.2,-0.1714285714285714,-1.7441848146301668,1.5642857142857147,0
2011.0,Western Conf First Round,DEN,OKC,0.0285714285714285,0.2285714285714286,-0.2,-2.5052469374425144,5.584705882352942,0
2011.0,Eastern Conf Semifinals,CHI,ATL,0.0857142857142857,0.0625,0.0232142857142857,0.3775452228767181,-0.8541666666666665,1
2011.0,Eastern Conf Semifinals,MIA,BOS,0.0714285714285714,-0.0142857142857142,0.0857142857142857,1.954108794954437,-1.122222222222222,1
2011.0,Western Conf Semifinals,LAL,DAL,0.05,0.2,-0.15,-2.6763578869047615,0.657619047619048,0
2011.0,Western Conf Semifinals,MEM,OKC,0.1,0.2285714285714286,-0.1285714285714286,-1.2834426998239,0.3262443438914029,0
2011.0,Eastern Conf Finals,MIA,CHI,0.0714285714285714,0.0857142857142857,-0.0142857142857143,-0.3649096736075055,-0.2708333333333332,1
2011.0,Western Conf Finals,OKC,DAL,0.2285714285714286,0.2,0.0285714285714285,0.5158958532588411,0.1829131652661064,0
2011.0,Finals,MIA,DAL,0.0714285714285714,0.2,-0.1285714285714286,-2.1092904658769447,-0.6857142857142855,0
